feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2362,2,8,Customer success note,Support teams,"Support leads need definitions for support contact metrics shown beside usage charts, making dashboard reviews less reliable.",Analytics,Metric definition clarity,Sev 4,In progress,84,Medium,No,Product Ops,Support -> Product Ops active workstream,2026-06-14T18:36:25Z,2026-06-14T19:06:25Z
FB-2363,2,8,Documentation review,Customer success teams,"Enterprise admins are confused by adoption percentage calculations, slowing admin enablement.",Analytics,Metric definition clarity,Sev 3,Routed,87,High,No,Product Ops,Support -> Product Ops,2026-06-12T09:52:48Z,2026-06-12T09:52:48Z
FB-2364,2,8,Admin interview,Support teams,"Business operations reviewers need definitions for active users versus engaged users, creating inconsistent customer summaries.",Analytics,Metric definition clarity,Sev 3,Resolved,98,High,No,Product Ops,Resolved by Product Ops,2026-06-13T21:56:39Z,2026-06-13T21:56:39Z
FB-2365,2,8,Launch office hours,Enterprise admins,"Support leads are confused by usage totals across workspace and org views, increasing follow-up questions after rollout meetings.",Analytics,Metric definition clarity,Sev 3,Needs review,68,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-05-31T06:16:54Z,2026-05-31T06:34:54Z
FB-2366,2,8,Launch office hours,Enterprise admins,"Enterprise admins need definitions for adoption percentage calculations, increasing follow-up questions after rollout meetings.",Analytics,Metric definition clarity,Sev 3,Needs review,80,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-13T07:22:38Z,2026-06-13T08:22:38Z
FB-2367,2,8,Customer success note,Support teams,"Business operations reviewers misread active users versus engaged users, making dashboard reviews less reliable.",Analytics,Metric definition clarity,Sev 3,Routed,82,Medium,No,Product Ops,Support -> Product Ops,2026-05-30T16:44:06Z,2026-05-30T16:44:06Z
FB-2368,2,8,Launch office hours,Customer success teams,"Support leads misread adoption percentage calculations, creating inconsistent customer summaries.",Analytics,Metric definition clarity,Sev 3,Resolved,92,High,No,Product Ops,Resolved by Product Ops,2026-06-14T22:40:27Z,2026-06-14T22:58:27Z
FB-2369,2,8,In-product feedback,Support teams,"Support leads are confused by active users versus engaged users, making dashboard reviews less reliable.",Analytics,Metric definition clarity,Sev 2,In progress,94,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-12T13:42:20Z,2026-06-12T14:27:20Z
FB-2370,2,8,Customer success note,Business operations reviewers,"Support leads misread active users versus engaged users, creating inconsistent customer summaries.",Analytics,Metric definition clarity,Sev 3,New,91,High,No,Product Ops,Intake -> Product Ops triage,2026-05-31T01:35:16Z,2026-05-31T03:05:16Z
FB-2371,2,8,Documentation review,Support teams,"Business operations reviewers asked how to interpret active users versus engaged users, making dashboard reviews less reliable.",Analytics,Metric definition clarity,Sev 3,Resolved,91,High,No,Product Ops,Resolved by Product Ops,2026-06-15T22:01:55Z,2026-06-15T23:31:55Z
FB-2372,2,8,Admin interview,Enterprise admins,"The metric label was understandable alone, but it was unclear whether it applied to users, seats, or workspaces.",Analytics,Metric definition clarity,Sev 3,In progress,78,Medium,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-06-11T01:32:12Z,2026-06-11T02:17:12Z
FB-2373,2,8,In-product feedback,Business operations reviewers,"Customer success teams are confused by adoption percentage calculations, increasing follow-up questions after rollout meetings.",Analytics,Metric definition clarity,Sev 3,In progress,94,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-12T05:40:50Z,2026-06-12T05:40:50Z
FB-2374,2,8,Admin interview,Support teams,"Support leads asked how to interpret support contact metrics shown beside usage charts, creating inconsistent customer summaries.",Analytics,Metric definition clarity,Sev 3,Routed,86,High,No,Product Ops,Support -> Product Ops,2026-06-03T07:53:57Z,2026-06-03T07:58:57Z
FB-2375,2,8,Admin interview,Enterprise admins,"Enterprise admins asked how to interpret usage totals across workspace and org views, creating inconsistent customer summaries.",Analytics,Metric definition clarity,Sev 4,Routed,90,High,No,Product Ops,Support -> Product Ops,2026-06-02T17:28:07Z,2026-06-02T18:58:07Z
FB-2376,2,8,Customer success note,Customer success teams,"The metric label was understandable alone, but it was unclear whether it applied to users, seats, or workspaces.",Analytics,Metric definition clarity,Sev 3,In progress,73,Low,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-06-01T23:09:17Z,2026-06-01T23:54:17Z
FB-2377,2,9,In-product feedback,Billing operations reviewers,"Customer success teams reported date fields that import inconsistently into spreadsheets, creating manual cleanup work.",Reporting,CSV export quality,Sev 4,Routed,93,High,No,Engineering,Support -> Engineering,2026-06-12T15:52:07Z,2026-06-12T15:57:07Z
FB-2378,2,9,In-product feedback,Billing operations reviewers,"Billing operations reviewers are cleaning up exported columns that shift when notes contain commas, slowing weekly reporting.",Reporting,CSV export quality,Sev 3,Routed,94,High,No,Engineering,Support -> Engineering,2026-06-16T22:51:37Z,2026-06-16T22:51:37Z
FB-2379,2,9,Internal triage,Customer success teams,"Business operations reviewers are cleaning up blank rows appearing after grouped report sections, slowing weekly reporting.",Reporting,CSV export quality,Sev 4,Needs review,77,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-02T18:24:57Z,2026-06-02T19:24:57Z
FB-2380,2,9,Admin interview,Enterprise admins,"Enterprise admins noticed exported columns that shift when notes contain commas, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,Routed,83,Medium,No,Engineering,Support -> Engineering,2026-06-01T11:30:41Z,2026-06-01T11:35:41Z
FB-2381,2,9,Admin interview,Billing operations reviewers,"Customer success teams reported metric names that differ between the dashboard and CSV export, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 4,Routed,94,High,No,Engineering,Support -> Engineering,2026-06-05T09:37:26Z,2026-06-05T09:55:26Z
FB-2382,2,9,In-product feedback,Enterprise admins,"Enterprise admins reported date fields that import inconsistently into spreadsheets, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 4,Routed,87,High,No,Engineering,Support -> Engineering,2026-06-16T10:27:57Z,2026-06-16T10:32:57Z
FB-2383,2,9,Customer success note,Enterprise admins,"Billing operations reviewers are cleaning up exported columns that shift when notes contain commas, creating manual cleanup work.",Reporting,CSV export quality,Sev 3,Routed,88,High,No,Engineering,Support -> Engineering,2026-06-12T04:26:16Z,2026-06-12T04:56:16Z
FB-2384,2,9,Customer success note,Customer success teams,"Business operations reviewers flagged date fields that import inconsistently into spreadsheets, slowing weekly reporting.",Reporting,CSV export quality,Sev 3,New,95,High,No,Engineering,Intake -> Engineering triage,2026-06-15T13:51:08Z,2026-06-15T14:36:08Z
FB-2385,2,9,Internal triage,Customer success teams,"Billing operations reviewers flagged date fields that import inconsistently into spreadsheets, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 2,Routed,84,Medium,No,Engineering,Support -> Engineering,2026-06-14T05:35:15Z,2026-06-14T05:35:15Z
FB-2386,2,9,Customer success note,Business operations reviewers,"Business operations reviewers reported metric names that differ between the dashboard and CSV export, creating manual cleanup work.",Reporting,CSV export quality,Sev 4,Resolved,89,High,No,Engineering,Resolved by Engineering,2026-05-31T21:26:03Z,2026-05-31T22:56:03Z
FB-2387,2,9,Customer success note,Billing operations reviewers,"Billing operations reviewers reported exported columns that shift when notes contain commas, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 1,In progress,73,Low,Review recommended,Engineering,Support -> Engineering active workstream,2026-06-06T02:44:06Z,2026-06-06T02:44:06Z
FB-2388,2,9,Customer success note,Business operations reviewers,"Enterprise admins reported metric names that differ between the dashboard and CSV export, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,Needs review,76,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-15T13:31:45Z,2026-06-15T13:31:45Z
FB-2389,2,9,Customer success note,Enterprise admins,"Customer success teams noticed date fields that import inconsistently into spreadsheets, slowing weekly reporting.",Reporting,CSV export quality,Sev 4,Resolved,81,Medium,No,Engineering,Resolved by Engineering,2026-06-11T18:37:46Z,2026-06-11T19:37:46Z
FB-2390,2,9,In-product feedback,Business operations reviewers,"Business operations reviewers flagged date fields that import inconsistently into spreadsheets, creating manual cleanup work.",Reporting,CSV export quality,Sev 3,Needs review,78,Medium,Review recommended,Engineering,Triage -> Engineering review,2026-06-03T20:28:18Z,2026-06-03T20:28:18Z
FB-2391,2,9,Customer success note,Billing operations reviewers,The exported report opened correctly for one reviewer but showed shifted columns for another.,Reporting,CSV export quality,Sev 3,Routed,72,Low,Review recommended,Engineering,Support -> Engineering,2026-06-11T23:46:20Z,2026-06-11T23:46:20Z
FB-2392,2,9,In-product feedback,Enterprise admins,"Business operations reviewers are cleaning up date fields that import inconsistently into spreadsheets, creating manual cleanup work.",Reporting,CSV export quality,Sev 3,New,93,High,No,Engineering,Intake -> Engineering triage,2026-06-16T22:30:17Z,2026-06-17T00:00:17Z
FB-2393,2,9,In-product feedback,Customer success teams,"Enterprise admins noticed blank rows appearing after grouped report sections, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 3,In progress,75,Medium,Review recommended,Engineering,Support -> Engineering active workstream,2026-06-13T11:36:27Z,2026-06-13T11:41:27Z
FB-2394,2,9,Admin interview,Business operations reviewers,"Billing operations reviewers reported blank rows appearing after grouped report sections, slowing weekly reporting.",Reporting,CSV export quality,Sev 4,In progress,79,Medium,Review recommended,Engineering,Support -> Engineering active workstream,2026-06-12T07:52:54Z,2026-06-12T09:22:54Z
FB-2395,2,9,In-product feedback,Customer success teams,"Enterprise admins flagged metric names that differ between the dashboard and CSV export, creating manual cleanup work.",Reporting,CSV export quality,Sev 2,Routed,94,High,No,Engineering,Support -> Engineering,2026-05-31T02:54:27Z,2026-05-31T03:54:27Z
FB-2396,2,9,Internal triage,Customer success teams,"Billing operations reviewers are cleaning up date fields that import inconsistently into spreadsheets, creating manual cleanup work.",Reporting,CSV export quality,Sev 4,Needs review,72,Low,Review recommended,Engineering,Triage -> Engineering review,2026-06-04T01:56:22Z,2026-06-04T01:56:22Z
FB-2397,2,9,Admin interview,Billing operations reviewers,The exported report opened correctly for one reviewer but showed shifted columns for another.,Reporting,CSV export quality,Sev 4,Routed,73,Low,Review recommended,Engineering,Support -> Engineering,2026-06-17T13:36:34Z,2026-06-17T19:36:34Z
FB-2398,2,9,Admin interview,Billing operations reviewers,"Enterprise admins flagged blank rows appearing after grouped report sections, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,In progress,89,High,No,Engineering,Support -> Engineering active workstream,2026-05-31T13:12:43Z,2026-05-31T15:12:43Z
FB-2399,2,9,Internal triage,Customer success teams,"Business operations reviewers flagged exported columns that shift when notes contain commas, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 2,Resolved,80,Medium,No,Engineering,Resolved by Engineering,2026-05-29T05:28:18Z,2026-05-29T11:28:18Z
FB-2400,2,9,Support ticket,Business operations reviewers,"Billing operations reviewers are cleaning up exported columns that shift when notes contain commas, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 3,New,89,High,No,Engineering,Intake -> Engineering triage,2026-06-06T14:39:45Z,2026-06-06T15:24:45Z
FB-2401,2,9,In-product feedback,Business operations reviewers,"Enterprise admins noticed exported columns that shift when notes contain commas, slowing weekly reporting.",Reporting,CSV export quality,Sev 3,In progress,91,High,No,Engineering,Support -> Engineering active workstream,2026-06-02T23:51:45Z,2026-06-02T23:51:45Z
FB-2402,2,9,In-product feedback,Business operations reviewers,"Business operations reviewers noticed date fields that import inconsistently into spreadsheets, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 4,In progress,91,High,No,Engineering,Support -> Engineering active workstream,2026-06-18T17:33:32Z,2026-06-18T18:18:32Z
FB-2403,2,9,Customer success note,Billing operations reviewers,"Business operations reviewers noticed blank rows appearing after grouped report sections, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,Routed,92,High,No,Engineering,Support -> Engineering,2026-06-01T15:19:49Z,2026-06-01T19:19:49Z
FB-2404,2,9,In-product feedback,Billing operations reviewers,"Enterprise admins noticed date fields that import inconsistently into spreadsheets, slowing weekly reporting.",Reporting,CSV export quality,Sev 3,Routed,78,Medium,Review recommended,Engineering,Support -> Engineering,2026-06-09T16:03:09Z,2026-06-09T16:33:09Z
FB-2405,2,9,In-product feedback,Customer success teams,"Customer success teams flagged exported columns that shift when notes contain commas, slowing weekly reporting.",Reporting,CSV export quality,Sev 4,New,98,High,No,Engineering,Intake -> Engineering triage,2026-06-03T01:13:19Z,2026-06-03T07:13:19Z
FB-2406,2,9,Support ticket,Customer success teams,"Business operations reviewers noticed blank rows appearing after grouped report sections, slowing weekly reporting.",Reporting,CSV export quality,Sev 4,Resolved,87,High,No,Engineering,Resolved by Engineering,2026-06-07T06:04:49Z,2026-06-07T06:09:49Z
FB-2407,2,9,Internal triage,Billing operations reviewers,"Billing operations reviewers are cleaning up date fields that import inconsistently into spreadsheets, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,Resolved,93,High,No,Engineering,Resolved by Engineering,2026-06-12T09:27:02Z,2026-06-12T09:57:02Z
FB-2408,2,9,Support ticket,Customer success teams,"Billing operations reviewers reported date fields that import inconsistently into spreadsheets, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,Routed,83,Medium,No,Engineering,Support -> Engineering,2026-05-28T19:53:02Z,2026-05-28T20:38:02Z
FB-2409,2,9,Internal triage,Billing operations reviewers,"Billing operations reviewers are cleaning up date fields that import inconsistently into spreadsheets, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,Routed,96,High,No,Engineering,Support -> Engineering,2026-06-08T11:35:31Z,2026-06-08T11:53:31Z
FB-2410,2,9,Internal triage,Customer success teams,"Enterprise admins are cleaning up blank rows appearing after grouped report sections, raising trust concerns for downstream analysis.",Reporting,CSV export quality,Sev 3,New,97,High,No,Engineering,Intake -> Engineering triage,2026-06-13T07:21:07Z,2026-06-13T07:26:07Z
FB-2411,2,9,In-product feedback,Enterprise admins,"Business operations reviewers noticed blank rows appearing after grouped report sections, making shared rollout reports harder to reuse.",Reporting,CSV export quality,Sev 4,New,85,High,No,Engineering,Intake -> Engineering triage,2026-06-05T19:43:59Z,2026-06-06T01:43:59Z
FB-2412,2,9,Support ticket,Business operations reviewers,"Customer success teams noticed metric names that differ between the dashboard and CSV export, slowing weekly reporting.",Reporting,CSV export quality,Sev 4,Routed,86,High,No,Engineering,Support -> Engineering,2026-06-15T13:18:48Z,2026-06-15T13:30:48Z
FB-2413,2,9,Internal triage,Business operations reviewers,"Billing operations reviewers flagged blank rows appearing after grouped report sections, slowing weekly reporting.",Reporting,CSV export quality,Sev 3,In progress,87,High,No,Engineering,Support -> Engineering active workstream,2026-05-30T07:12:43Z,2026-05-30T08:12:43Z
FB-2414,2,9,Admin interview,Enterprise admins,The exported report opened correctly for one reviewer but showed shifted columns for another.,Reporting,CSV export quality,Sev 3,Routed,74,Low,Review recommended,Engineering,Support -> Engineering,2026-06-13T20:27:11Z,2026-06-13T20:27:11Z
FB-2415,2,10,Support ticket,Workspace owners,"Customer success teams reported confusion about who can share reports with partner teams, causing access requests during rollout.",Permissions,Analytics access controls,Sev 3,Routed,78,Medium,Review recommended,Product Ops,Support -> Product Ops,2026-06-08T21:05:29Z,2026-06-08T21:05:29Z
FB-2416,2,10,Support ticket,Support teams,"Enterprise admins asked why some roles cannot export dashboard data, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,New,95,High,No,Product Ops,Intake -> Product Ops triage,2026-06-16T01:30:03Z,2026-06-16T03:30:03Z
FB-2417,2,10,In-product feedback,Enterprise admins,"Workspace owners asked why some roles cannot view analytics dashboards, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 4,Routed,98,High,No,Product Ops,Support -> Product Ops,2026-06-07T00:38:56Z,2026-06-07T00:56:56Z
FB-2418,2,10,Launch office hours,Workspace owners,"Enterprise admins reported confusion about who can share reports with partner teams, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,Resolved,86,High,No,Product Ops,Resolved by Product Ops,2026-06-11T09:55:26Z,2026-06-11T10:13:26Z
FB-2419,2,10,Admin interview,Workspace owners,"Workspace owners reported confusion about who can export dashboard data, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,Resolved,89,High,No,Product Ops,Resolved by Product Ops,2026-06-15T07:48:40Z,2026-06-15T11:48:40Z
FB-2420,2,10,Support ticket,Customer success teams,"Enterprise admins reported confusion about who can export dashboard data, causing access requests during rollout.",Permissions,Analytics access controls,Sev 4,Routed,89,High,No,Product Ops,Support -> Product Ops,2026-06-03T11:49:04Z,2026-06-03T12:07:04Z
FB-2421,2,10,In-product feedback,Customer success teams,"Enterprise admins are unclear which roles can view analytics dashboards, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 4,Routed,91,High,No,Product Ops,Support -> Product Ops,2026-05-28T14:27:20Z,2026-05-28T14:39:20Z
FB-2422,2,10,Launch office hours,Support teams,"Support teams are unclear which roles can export dashboard data, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 4,In progress,91,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-08T06:58:26Z,2026-06-08T06:58:26Z
FB-2423,2,10,Support ticket,Customer success teams,"Enterprise admins are unclear which roles can view analytics dashboards, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,Needs review,73,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-16T05:02:22Z,2026-06-16T05:02:22Z
FB-2424,2,10,Admin interview,Customer success teams,"Support teams reported confusion about who can view analytics dashboards, making admin setup slower.",Permissions,Analytics access controls,Sev 2,In progress,90,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-12T12:11:50Z,2026-06-12T12:41:50Z
FB-2425,2,10,In-product feedback,Customer success teams,"Workspace owners reported confusion about who can export dashboard data, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,Routed,98,High,No,Product Ops,Support -> Product Ops,2026-06-17T19:32:07Z,2026-06-17T19:50:07Z
FB-2426,2,10,Launch office hours,Support teams,"Workspace owners reported confusion about who can manage analytics settings, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,Needs review,80,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-09T12:31:33Z,2026-06-09T13:31:33Z
FB-2427,2,10,Launch office hours,Enterprise admins,"Enterprise admins asked why some roles cannot export dashboard data, making admin setup slower.",Permissions,Analytics access controls,Sev 3,Needs review,74,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-01T10:20:49Z,2026-06-01T10:38:49Z
FB-2428,2,10,In-product feedback,Enterprise admins,"Enterprise admins need guidance on who should view analytics dashboards, causing access requests during rollout.",Permissions,Analytics access controls,Sev 3,Routed,97,High,No,Product Ops,Support -> Product Ops,2026-06-15T12:59:19Z,2026-06-15T13:17:19Z
FB-2429,2,10,Admin interview,Customer success teams,"Support teams reported confusion about who can manage analytics settings, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,New,90,High,No,Product Ops,Intake -> Product Ops triage,2026-05-30T08:40:43Z,2026-05-30T10:10:43Z
FB-2430,2,10,Launch office hours,Workspace owners,"Workspace owners are unclear which roles can view analytics dashboards, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 4,Routed,85,High,No,Product Ops,Support -> Product Ops,2026-05-31T17:23:19Z,2026-05-31T23:23:19Z
FB-2431,2,10,Admin interview,Enterprise admins,"Support teams asked why some roles cannot view analytics dashboards, causing access requests during rollout.",Permissions,Analytics access controls,Sev 3,Resolved,89,High,No,Product Ops,Resolved by Product Ops,2026-06-04T12:33:37Z,2026-06-04T14:33:37Z
FB-2432,2,10,Support ticket,Support teams,"Support teams reported confusion about who can view analytics dashboards, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,Routed,94,High,No,Product Ops,Support -> Product Ops,2026-06-07T21:56:14Z,2026-06-08T03:56:14Z
FB-2433,2,10,Documentation review,Support teams,"Workspace owners are unclear which roles can share reports with partner teams, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 4,New,94,High,No,Product Ops,Intake -> Product Ops triage,2026-06-01T21:12:03Z,2026-06-01T21:12:03Z
FB-2434,2,10,Launch office hours,Support teams,"The viewer role could see one analytics page but not the export action, and the admin was unsure whether that was intended.",Permissions,Analytics access controls,Sev 4,In progress,79,Medium,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-06-16T18:40:10Z,2026-06-16T18:40:10Z
FB-2435,2,10,Documentation review,Support teams,"The viewer role could see one analytics page but not the export action, and the admin was unsure whether that was intended.",Permissions,Analytics access controls,Sev 3,Resolved,74,Low,Review recommended,Product Ops,Resolved by Product Ops,2026-05-31T19:08:22Z,2026-05-31T20:08:22Z
FB-2436,2,10,Documentation review,Enterprise admins,"Support teams reported confusion about who can export dashboard data, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 4,Routed,84,Medium,No,Product Ops,Support -> Product Ops,2026-06-16T19:28:16Z,2026-06-16T19:58:16Z
FB-2437,2,10,Admin interview,Enterprise admins,"Enterprise admins asked why some roles cannot export dashboard data, making admin setup slower.",Permissions,Analytics access controls,Sev 3,Needs review,69,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-04T12:37:14Z,2026-06-04T12:55:14Z
FB-2438,2,10,Documentation review,Customer success teams,"Enterprise admins asked why some roles cannot export dashboard data, making admin setup slower.",Permissions,Analytics access controls,Sev 3,Resolved,82,Medium,No,Product Ops,Resolved by Product Ops,2026-06-15T02:55:31Z,2026-06-15T04:55:31Z
FB-2439,2,10,In-product feedback,Support teams,"Support teams are unclear which roles can export dashboard data, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,Needs review,70,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-05-30T05:48:02Z,2026-05-30T11:48:02Z
FB-2440,2,10,Launch office hours,Support teams,"Workspace owners need guidance on who should share reports with partner teams, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,Resolved,93,High,No,Product Ops,Resolved by Product Ops,2026-06-05T11:56:18Z,2026-06-05T13:26:18Z
FB-2441,2,10,Support ticket,Workspace owners,"Support teams are unclear which roles can view analytics dashboards, causing access requests during rollout.",Permissions,Analytics access controls,Sev 3,New,97,High,No,Product Ops,Intake -> Product Ops triage,2026-06-03T15:43:57Z,2026-06-03T15:55:57Z
FB-2442,2,10,Documentation review,Enterprise admins,"Customer success teams asked why some roles cannot manage analytics settings, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 2,Needs review,75,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-06-03T16:04:34Z,2026-06-03T18:04:34Z
FB-2443,2,10,Launch office hours,Customer success teams,"Workspace owners are unclear which roles can manage analytics settings, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,In progress,84,Medium,No,Product Ops,Support -> Product Ops active workstream,2026-06-05T05:51:41Z,2026-06-05T07:51:41Z
FB-2444,2,10,Launch office hours,Enterprise admins,"Support teams reported confusion about who can export dashboard data, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 2,In progress,98,High,No,Product Ops,Support -> Product Ops active workstream,2026-06-11T01:55:45Z,2026-06-11T05:55:45Z
FB-2445,2,10,Admin interview,Customer success teams,"Customer success teams asked why some roles cannot share reports with partner teams, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,Needs review,68,Low,Review recommended,Product Ops,Triage -> Product Ops review,2026-05-28T13:12:35Z,2026-05-28T15:12:35Z
FB-2446,2,10,Admin interview,Enterprise admins,"Customer success teams are unclear which roles can share reports with partner teams, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,In progress,82,Medium,No,Product Ops,Support -> Product Ops active workstream,2026-06-16T13:24:38Z,2026-06-16T15:24:38Z
FB-2447,2,10,In-product feedback,Support teams,"The viewer role could see one analytics page but not the export action, and the admin was unsure whether that was intended.",Permissions,Analytics access controls,Sev 3,Resolved,71,Low,Review recommended,Product Ops,Resolved by Product Ops,2026-06-09T19:58:58Z,2026-06-09T19:58:58Z
FB-2448,2,10,Admin interview,Support teams,"Support teams asked why some roles cannot view analytics dashboards, causing access requests during rollout.",Permissions,Analytics access controls,Sev 3,Routed,92,High,No,Product Ops,Support -> Product Ops,2026-06-05T09:55:43Z,2026-06-05T10:55:43Z
FB-2449,2,10,Support ticket,Enterprise admins,"Customer success teams need guidance on who should share reports with partner teams, delaying dashboard adoption.",Permissions,Analytics access controls,Sev 3,Resolved,87,High,No,Product Ops,Resolved by Product Ops,2026-06-02T05:37:57Z,2026-06-02T06:22:57Z
FB-2450,2,10,In-product feedback,Enterprise admins,"Enterprise admins are unclear which roles can manage analytics settings, creating avoidable support tickets.",Permissions,Analytics access controls,Sev 3,Routed,86,High,No,Product Ops,Support -> Product Ops,2026-05-29T14:19:48Z,2026-05-29T15:19:48Z
FB-2451,2,10,Support ticket,Workspace owners,"Workspace owners need guidance on who should view analytics dashboards, causing access requests during rollout.",Permissions,Analytics access controls,Sev 4,Routed,91,High,No,Product Ops,Support -> Product Ops,2026-06-09T17:02:35Z,2026-06-09T19:02:35Z
FB-2452,2,11,Partner office hours,External partners,"Partner success teams do not yet have reporting guidance before supporting dashboard questions, increasing internal escalations.",Partner Enablement,Reporting training readiness,Sev 4,Resolved,93,High,No,Partner Success,Resolved by Partner Success,2026-06-14T04:31:31Z,2026-06-14T10:31:31Z
FB-2453,2,11,Internal triage,External partners,"Partner success teams asked for reporting guidance before supporting dashboard questions, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 2,Needs review,77,Medium,Review recommended,Partner Success,Triage -> Partner Success review,2026-05-29T21:53:08Z,2026-05-30T01:53:08Z
FB-2454,2,11,Documentation review,Support teams,"Partner success teams reported gaps in example narratives for adoption and usage changes, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,Routed,90,High,No,Partner Success,Support -> Partner Success,2026-06-13T19:09:23Z,2026-06-14T01:09:23Z
FB-2455,2,11,Customer success note,Partner success teams,"External partners asked for example narratives for adoption and usage changes, slowing rollout enablement.",Partner Enablement,Reporting training readiness,Sev 3,In progress,86,High,No,Partner Success,Support -> Partner Success active workstream,2026-06-07T11:12:03Z,2026-06-07T11:12:03Z
FB-2456,2,11,Customer success note,External partners,"External partners asked for reporting guidance before supporting dashboard questions, increasing internal escalations.",Partner Enablement,Reporting training readiness,Sev 2,Resolved,94,High,No,Partner Success,Resolved by Partner Success,2026-06-12T22:57:49Z,2026-06-13T00:27:49Z
FB-2457,2,11,Internal triage,Support teams,"External partners need reporting guidance before supporting dashboard questions, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 4,In progress,88,High,No,Partner Success,Support -> Partner Success active workstream,2026-06-04T16:36:12Z,2026-06-04T16:54:12Z
FB-2458,2,11,Customer success note,Support teams,"Customer success teams asked for example narratives for adoption and usage changes, increasing internal escalations.",Partner Enablement,Reporting training readiness,Sev 3,Routed,76,Medium,Review recommended,Partner Success,Support -> Partner Success,2026-06-09T11:58:26Z,2026-06-09T15:58:26Z
FB-2459,2,11,Partner office hours,External partners,"Partner success teams do not yet have example narratives for adoption and usage changes, risking inconsistent partner guidance.",Partner Enablement,Reporting training readiness,Sev 3,Routed,95,High,No,Partner Success,Support -> Partner Success,2026-06-15T05:47:52Z,2026-06-15T06:17:52Z
FB-2460,2,11,Customer success note,Customer success teams,"Customer success teams need clear partner escalation paths for reporting disputes, making regional reporting support uneven.",Partner Enablement,Reporting training readiness,Sev 3,Resolved,76,Medium,Review recommended,Partner Success,Resolved by Partner Success,2026-06-03T13:45:46Z,2026-06-03T17:45:46Z
